tweet;manual_label;tweet_cleaned_id;tweet_preprocessed
#MostPopuler Cara Bayar Denda Tilang ETLE, Bisa di Bank atau Website https://t.co/MZNsb8idQi;1; cara bayar denda tilang etle bisa di bank atau website ;['cara', 'bayar', 'denda', 'tilang', 'etle', 'bisa', 'di', 'bank', 'atau', 'website']
Polisi mempersilakan warga tersebut untuk mengonfirmasi 'salah tilang' itu ke posko e-TLE di Jl MT Haryono, Jakarta Selatan. https://t.co/qSmQPakpkv;1;polisi mempersilakan warga tersebut untuk mengonfirmasi salah tilang itu ke posko etle di jl mt haryono jakarta selatan ;['polisi', 'sila', 'warga', 'sebut', 'untuk', 'konfirmasi', 'salah', 'tilang', 'itu', 'ke', 'posko', 'etle', 'di', 'jl', 'makan', 'teman', 'haryono', 'jakarta', 'selatan']
@Fzaurel_ pake waze dikasi tau klo ada etle terus pelanin aja, tapi ga perlu ampe batas maksimum kok kyk 80-an, di mbz aja 100-120an nga kena etle gw ampir tiap minggu ke jkt. Malah gw sering liat di mbz pajero ama fortuner pada lewat bahu jalan 140an 😭;0; pake waze dikasi tau klo ada etle terus pelanin aja tapi ga perlu ampe batas maksimum kok kyk an di mbz aja an nga kena etle gw ampir tiap minggu ke jkt malah gw sering liat di mbz pajero ama fortuner pada lewat bahu jalan an ;['pakai', 'waze', 'kasi', 'tahu', 'kalau', 'ada', 'etle', 'terus', 'pelanin', 'saja', 'tapi', 'tidak', 'perlu', 'ampe', 'batas', 'maksimum', 'kok', 'seperti', 'an', 'di', 'mbz', 'saja', 'an', 'nga', 'kena', 'etle', 'saya', 'ampir', 'tiap', 'minggu', 'ke', 'jakarta', 'bahkan', 'saya', 'sering', 'lihat', 'di', 'mbz', 'pajero', 'sama', 'fortuner', 'pada', 'lewat', 'bahu', 'jalan', 'an']
Kesadaran Bayar Denda Tilang ETLE Masih Rendah, 2 Ribuan Kendaraan di Bengkulu Masih Diblokir https://t.co/RWpJqQQa4t;0;kesadaran bayar denda tilang etle masih rendah  ribuan kendaraan di bengkulu masih diblokir ;['sadar', 'bayar', 'denda', 'tilang', 'etle', 'masih', 'rendah', 'ribu', 'kendara', 'di', 'bengkulu', 'masih', 'blokir']
@siapkawalpolri @ListyoSigitP Langkah yg baik dan tepat. dengan adanya e-tilang ini lebih efektif dan tertib @ListyoSigitP;2;  langkah yg baik dan tepat dengan adanya etilang ini lebih efektif dan tertib ;['langkah', 'yang', 'baik', 'dan', 'tepat', 'dengan', 'ada', 'etilang', 'ini', 'lebih', 'efektif', 'dan', 'tertib']
-rek ada sg prnh kena e-tilang ta? aku nanya poo, ini aku ws bayar via online (trf 500k, tgl 22), nah trs ini ak kudu lapo maneh ya? klo lapor, lapor e ke sp? di tutor bayar e yg terakhir kek gt, tp so far ak gada barang bukti sg disita...(?) trs sidangku jg terakhir  (cont..) https://t.co/GYVsY0PJhD;0;rek ada sg prnh kena etilang ta aku nanya poo ini aku ws bayar via online trf k tgl  nah trs ini ak kudu lapo maneh ya klo lapor lapor e ke sp di tutor bayar e yg terakhir kek gt tp so far ak gada barang bukti sg disita trs sidangku jg terakhir cont ;['rek', 'ada', 'sg', 'pernah', 'kena', 'etilang', 'ta', 'aku', 'tanya', 'poo', 'ini', 'aku', 'ws', 'bayar', 'via', 'online', 'trf', 'ke', 'tanggal', 'nah', 'terus', 'ini', 'saya', 'harus', 'lapo', 'kamu', 'iya', 'kalau', 'lapor', 'lapor', 'e', 'ke', 'sp', 'di', 'tutor', 'bayar', 'e', 'yang', 'akhir', 'seperti', 'begitu', 'tapi', 'so', 'far', 'saya', 'tidak', 'ada', 'barang', 'bukti', 'sg', 'sita', 'terus', 'sidang', 'juga', 'akhir', 'cont']
Satlantas Polres Tangerang Selatan Siap Lakukan Tilang ETLE https://t.co/4t0JRbhfVC;1;satlantas polres tangerang selatan siap lakukan tilang etle ;['satlantas', 'polres', 'tangerang', 'selatan', 'siap', 'laku', 'tilang', 'etle']
@Alfianwisnu087 Koyoke ora mungkin, wong Suroboyo - Karawang wae saya pernah 7 jam, padahal kecepatan hampir selalu di atas 150km/j saat tilang elektronik belum diterapkan.. 😁. Belum lagi kalau sudah masuk tol Cikampek pasti banyak ketemu Transformers.;0; koyoke ora mungkin wong suroboyo  karawang wae saya pernah  jam padahal kecepatan hampir selalu di atas kmj saat tilang elektronik belum diterapkan  belum lagi kalau sudah masuk tol cikampek pasti banyak ketemu transformers;['koyoke', 'ora', 'mungkin', 'wong', 'suroboyo', 'karawang', 'wae', 'saya', 'pernah', 'jam', 'padahal', 'cepat', 'hampir', 'selalu', 'di', 'atas', 'kmj', 'saat', 'tilang', 'elektronik', 'belum', 'terap', 'belum', 'lagi', 'kalau', 'sudah', 'masuk', 'tol', 'cikampek', 'pasti', 'banyak', 'ketemu', 'transformers']
Humas Polres Pakpak Bharat -- Personil Satlantas Polres Pakpak Bharat melakukan Apel sebelum melaksanakan pengaturan lalu lintas, dalam apel tersebut ditekan kan agar tidak ada yang melakukan Tilang manual melainkan E-Tilang guna mendukung program Kapolri menuju presisi. https://t.co/bkgCeR8rKx;1;humas polres pakpak bharat  personil satlantas polres pakpak bharat melakukan apel sebelum melaksanakan pengaturan lalu lintas dalam apel tersebut ditekan kan agar tidak ada yang melakukan tilang manual melainkan etilang guna mendukung program kapolri menuju presisi ;['hubung', 'masyarakat', 'polres', 'pakpak', 'bharat', 'personil', 'satlantas', 'polres', 'pakpak', 'bharat', 'laku', 'apel', 'belum', 'laksana', 'atur', 'lalu', 'lintas', 'dalam', 'apel', 'sebut', 'tekan', 'kan', 'agar', 'tidak', 'ada', 'yang', 'laku', 'tilang', 'manual', 'lain', 'etilang', 'guna', 'dukung', 'program', 'kapolri', 'tuju', 'presisi']
Bhabinkamtibmas Polsek Blahbatuh Sosialisasikan ETLE https://t.co/F4wp2xnv1G;1;bhabinkamtibmas polsek blahbatuh sosialisasikan etle ;['bhabinkamtibmas', 'polsek', 'blahbatuh', 'sosialisasi', 'etle']
Satlantas Polrestabes Surabaya melaksanakan penindakan ETLE terhadap massa aksi unjuk rasa yang melakukan pelanggaran lalu lintas pd tanggal 15 Desember 2022 https://t.co/OTVtjYdIaF;1;satlantas polrestabes surabaya melaksanakan penindakan etle terhadap massa aksi unjuk rasa yang melakukan pelanggaran lalu lintas pd tanggal  desember  ;['satlantas', 'polrestabes', 'surabaya', 'laksana', 'tindak', 'etle', 'hadap', 'massa', 'aksi', 'unjuk', 'rasa', 'yang', 'laku', 'langgar', 'lalu', 'lintas', 'pada', 'tanggal', 'desember']
PENGADAAN E-TLE DIT LANTAS POLDA BENGKULU TAHUN 2022... (01/Dec) , trend - #WorldCup #tender #lelang https://t.co/SocE4M9xUf;1;pengadaan etle dit lantas polda bengkulu tahun  dec  trend     ;['ada', 'etle', 'dit', 'lantas', 'polda', 'bengkulu', 'tahun', 'dec', 'trend']
*Ditlantas Polda Riau Terapkan Etle Mobile Handheld* https://t.co/yrEztDmRlK;1;ditlantas polda riau terapkan etle mobile handheld ;['ditlantas', 'polda', 'riau', 'terap', 'etle', 'mobile', 'handheld']
Polres Tangerang Selatan Operasikan Kendaraan ETLE Mobile https://t.co/6suQqRLGka;1;polres tangerang selatan operasikan kendaraan etle mobile ;['polres', 'tangerang', 'selatan', 'operasi', 'kendara', 'etle', 'mobile']
Ditlantas Polda Sumut Tambah 5 ETLE Mobile https://t.co/B3LvlgB7Sx;1;ditlantas polda sumut tambah  etle mobile ;['ditlantas', 'polda', 'sumut', 'tambah', 'etle', 'mobile']
@HoofdbureauID Tilang ETLE diberlakukan ketika ada kegiatan,  termasuk Suporter;1; tilang etle diberlakukan ketika ada kegiatan termasuk suporter;['tilang', 'etle', 'laku', 'ketika', 'ada', 'giat', 'masuk', 'suporter']
"Selalu tertib berlalulintas yo ges, damanapun itu... 
ETLE Mobile sudah berlaku hlo... 
_____
Loc : Jembatan Bendungan
Sc : fb Kulon Progo
. 
. 
#kotawates 
#kulonprogo 
#jogja https://t.co/IgJfsMhWAV";1;selalu tertib berlalulintas yo ges damanapun itu etle mobile sudah berlaku hlo  loc  jembatan bendungan sc  fb kulon progo      ;['selalu', 'tertib', 'berlalulintas', 'iya', 'teman', 'damanapun', 'itu', 'etle', 'mobile', 'sudah', 'laku', 'hlo', 'loc', 'jembatan', 'bendung', 'sc', 'fb', 'kulon', 'progo']
Polda Metro Melengkapi Mobil Tilang Elektronik dengan Kecerdasan Buatan https://t.co/AvMsg1pqbk;1;polda metro melengkapi mobil tilang elektronik dengan kecerdasan buatan ;['polda', 'metro', 'lengkap', 'mobil', 'tilang', 'elektronik', 'dengan', 'cerdas', 'buat']
@zam_s82 @crytosuniko @kokokdirgantoro Hahaha...itu mah takut kena tilang elektronik ya;0;   hahahaitu mah takut kena tilang elektronik ya;['hahahaitu', 'mah', 'takut', 'kena', 'tilang', 'elektronik', 'iya']
POLDA SUMSEL POLRES OKU SELATAN KEGIATAN PENGECEKAN ALAT DAN KAMERA ETLE https://t.co/jAbAFQPmiv;1;polda sumsel polres oku selatan kegiatan pengecekan alat dan kamera etle ;['polda', 'sumsel', 'polres', 'oku', 'selatan', 'giat', 'kece', 'alat', 'dan', 'kamera', 'etle']
Penerapan Tilang Etle Kendaraan Tanpa Pelat, Korlantas Gunakan Fitur Pengenal Wajah https://t.co/SfZaQUBbVa;1;penerapan tilang etle kendaraan tanpa pelat korlantas gunakan fitur pengenal wajah ;['terap', 'tilang', 'etle', 'kendara', 'tanpa', 'pelat', 'korlantas', 'guna', 'fitur', 'kenal', 'wajah']
Giat sosialisasi Tilang Elektronik dan aplikasi smart city dulur Kito https://t.co/qJ4T4l12G2;1;giat sosialisasi tilang elektronik dan aplikasi smart city dulur kito ;['giat', 'sosialisasi', 'tilang', 'elektronik', 'dan', 'aplikasi', 'smart', 'city', 'saudara', 'kito']
https://t.co/eXhDmyfMK9 -  Total Sudah 64 Kamera ETLE di Sumsel, Tahun Depan Fokus Pengadaan Etle Portable dan Mobile  https://t.co/5nTBYlVk3P;1;  total sudah  kamera etle di sumsel tahun depan fokus pengadaan etle portable dan mobile ;['total', 'sudah', 'kamera', 'etle', 'di', 'sumsel', 'tahun', 'depan', 'fokus', 'ada', 'etle', 'portable', 'dan', 'mobile']
"Bisa gak ndan, saya gk usah d suruh bayar E-tilang, tp d jadikan Duta ETLE Indonesia ? 

@RTMC_Jogja";1;bisa gak ndan saya gk usah d suruh bayar etilang tp d jadikan duta etle indonesia  ;['bisa', 'tidak', 'ndan', 'saya', 'tidak', 'perlu', 'di', 'suruh', 'bayar', 'etilang', 'tapi', 'di', 'jadi', 'duta', 'etle', 'indonesia']
"Sasaran Pelanggaran Kamera Etle

#PolrestabesSurabaya https://t.co/7RjVmNNiQ0";1;sasaran pelanggaran kamera etle  ;['sasar', 'langgar', 'kamera', 'etle']
Polda Metro Jaya: 10 ETLE Mobile Dilengkapi Artificial Intelligence https://t.co/oEEQ7bwaUQ https://t.co/17tv1qr4rU;1;polda metro jaya  etle mobile dilengkapi artificial intelligence  ;['polda', 'metro', 'jaya', 'etle', 'mobile', 'lengkap', 'artificial', 'intelligence']
aneh rasanya ngelimit 100 km/h di jalan tol demi ga kena ETLE😌;0;aneh rasanya ngelimit  kmh di jalan tol demi ga kena etle;['aneh', 'rasa', 'ngelimit', 'kmh', 'di', 'jalan', 'tol', 'demi', 'tidak', 'kena', 'etle']
Direktur Penegakan Hukum (Dirgakkum) Korlantas Polri Brigjen Pol Aan Suhanan mengatakan, saat ini ribuan kamera ETLE sudah tersebar di Indonesia. Itu terdiri dari ETLE statis hingga ETLE mobile.;1;direktur penegakan hukum dirgakkum korlantas polri brigjen pol aan suhanan mengatakan saat ini ribuan kamera etle sudah tersebar di indonesia itu terdiri dari etle statis hingga etle mobile;['direktur', 'tega', 'hukum', 'dirgakkum', 'korlantas', 'polri', 'brigjen', 'pol', 'aan', 'suhanan', 'kata', 'saat', 'ini', 'ribu', 'kamera', 'etle', 'sudah', 'sebar', 'di', 'indonesia', 'itu', 'diri', 'dari', 'etle', 'statis', 'hingga', 'etle', 'mobile']
@CNNIndonesia halahh siapa yang mau percaya polisi.akal²an aja,yg jelas kalau ETLE pk polisi nggk bisa sarapan soto dan sate kambing.;0; halahh siapa yang mau percaya polisiakal²an ajayg jelas kalau etle pk polisi nggk bisa sarapan soto dan sate kambing;['halahh', 'siapa', 'yang', 'mau', 'percaya', 'polisiakal an', 'ajayg', 'jelas', 'kalau', 'etle', 'jahat', 'kelamin', 'polisi', 'tidak', 'bisa', 'sarap', 'soto', 'dan', 'sate', 'kambing']
Polda Metro Jaya Resmi tak Lagi Berlakukan Tilang Manual, Kini Andalkan Kamera ETLE https://t.co/ZierbS2b3q;2;polda metro jaya resmi tak lagi berlakukan tilang manual kini andalkan kamera etle ;['polda', 'metro', 'jaya', 'resmi', 'tidak', 'lagi', 'laku', 'tilang', 'manual', 'kini', 'andal', 'kamera', 'etle']
Operasi Zebra Agung 2022, Polda Bali (Dit Lantas) Sosialisasikan E-Tilang Kepada Masyarakat Melalui Brosur https://t.co/iNGP8YoPro;1;operasi zebra agung  polda bali dit lantas sosialisasikan etilang kepada masyarakat melalui brosur ;['operasi', 'zebra', 'agung', 'polda', 'bal', 'dit', 'lantas', 'sosialisasi', 'etilang', 'kepada', 'masyarakat', 'lalu', 'brosur']
@Na_Jiesya iyakann cctv doang udh ga mempan udh pd kebal soalnya. e-tilang tuh lebih mantul wkwkwkwk;2; iyakann cctv doang udh ga mempan udh pd kebal soalnya etilang tuh lebih mantul wkwkwkwk;['iyakann', 'cctv', 'doang', 'udh', 'tidak', 'mempan', 'udh', 'pada', 'kebal', 'soal', 'etilang', 'tuh', 'lebih', 'mantul', 'wkwkwkwk']
Dalam operasi kali ini, polisi juga memanfaatkan teknologi tilang elektronik. Begini cara cek kendaraan kalian kena tilang! https://t.co/bNnERFlem6;1;dalam operasi kali ini polisi juga memanfaatkan teknologi tilang elektronik begini cara cek kendaraan kalian kena tilang ;['dalam', 'operasi', 'kali', 'ini', 'polisi', 'juga', 'manfaat', 'teknologi', 'tilang', 'elektronik', 'begini', 'cara', 'cek', 'kendara', 'kalian', 'kena', 'tilang']
Sepekan Pelaksanaan ETLE Mobile di Riau, Sudah 80 Pengendara Kena Foto https://t.co/I1IkmVjbJx;1;sepekan pelaksanaan etle mobile di riau sudah  pengendara kena foto ;['pek', 'laksana', 'etle', 'mobile', 'di', 'riau', 'sudah', 'kendara', 'kena', 'foto']
Mitra MTB, tilang manual akan segera dihilangkan dan berganti sepenuhnya ke elektronkk. Nah kalo kamu uda nerima brapa kali tilang elektronik? Jadi makin hati2 atau malah nggampangin? Share yuk di MTB Lite bareng Toya Axsano;1;mitra mtb tilang manual akan segera dihilangkan dan berganti sepenuhnya ke elektronkk nah kalo kamu uda nerima brapa kali tilang elektronik jadi makin hati atau malah nggampangin share yuk di mtb lite bareng toya axsano;['mitra', 'mtb', 'tilang', 'manual', 'akan', 'segera', 'hilang', 'dan', 'ganti', 'sepenuh', 'ke', 'elektronkk', 'nah', 'kalau', 'kamu', 'uda', 'nerima', 'brapa', 'kali', 'tilang', 'elektronik', 'jadi', 'makin', 'hati', 'atau', 'bahkan', 'nggampangin', 'share', 'yuk', 'di', 'mtb', 'lite', 'bareng', 'toya', 'axsano']
PENANDATANGANAN NASKAH PERSJANJIAN HIBAH DAERAH (NPHD) ELEKTRONIK TRAFFIC LAW ENFORCEMENT ( ETLE ) PEMKOT PAGARALAM DAN POLRES PAGARALAM https://t.co/ZusW7zxfcM;1;penandatanganan naskah persjanjian hibah daerah nphd elektronik traffic law enforcement  etle  pemkot pagaralam dan polres pagaralam ;['penandatanganan', 'naskah', 'persjanjian', 'hibah', 'daerah', 'nphd', 'elektronik', 'traffic', 'law', 'enforcement', 'etle', 'perintah', 'kota', 'pagaralam', 'dan', 'polres', 'pagaralam']
Ih e-tilang di Solo udh bener2 berlaku wkwkwk, ati2 guys😭;0;ih etilang di solo udh bener berlaku wkwkwk ati guys;['ih', 'etilang', 'di', 'solo', 'udh', 'benar', 'laku', 'tertawa', 'ati', 'teman']
@CNNIndonesia Kl ETLE tar gak bisa selamanya kan kurang silaturahmi nya;0; kl etle tar gak bisa selamanya kan kurang silaturahmi nya;['kalau', 'etle', 'nanti', 'tidak', 'bisa', 'lama', 'kan', 'kurang', 'silaturahmi', 'nya']
Tak Ada Lampu Merah, e-Tilang belum Bisa Diterapkan di #Aceh Singkil - https://t.co/8w5ob1dEfE https://t.co/mM4HuXK5bP https://t.co/fd38gfhHMd;1;tak ada lampu merah etilang belum bisa diterapkan di  singkil    ;['tidak', 'ada', 'lampu', 'merah', 'etilang', 'belum', 'bisa', 'terap', 'di', 'singkil']
"Sebagai gantinya, anggota di lapangan dibekali dengan kamera Electronic Traffic Law Enforcement (ETLE)....

*PATINEWS ASLI*

https://t.co/tD7PfDPlIo #pati #jateng @HumasPolresPati @poldajateng_ @DivHumas_Polri";1;sebagai gantinya anggota di lapangan dibekali dengan kamera electronic traffic law enforcement etle patinews asli      ;['bagai', 'ganti', 'anggota', 'di', 'lapang', 'bekal', 'dengan', 'kamera', 'electronic', 'traffic', 'law', 'enforcement', 'etle', 'patinews', 'asli']
kek nya gua ketilang etle nih akwoakwoakoakwo;0;kek nya gua ketilang etle nih akwoakwoakoakwo;['seperti', 'nya', 'saya', 'ketilang', 'etle', 'ini', 'akwoakwoakoakwo']
Siap-siap, ETLE Akan Mulai Berlaku di Tangsel |  https://t.co/RiL7mYL3Vs lewat @tangerangnews;1;siapsiap etle akan mulai berlaku di tangsel   lewat ;['siapsiap', 'etle', 'akan', 'mulai', 'laku', 'di', 'tangsel', 'lewat']
Komisi lll DPR Apresisi E-Tilang, Minimalisir Tindak Kecurangan Oknum Kepolisian https://t.co/qUGhpyMDrz;2;komisi ll dpr apresisi etilang minimalisir tindak kecurangan oknum kepolisian ;['komisi', 'll', 'dpr', 'apresisi', 'etilang', 'minimalisir', 'tindak', 'curang', 'oknum', 'polisi']
@KompasTV Tilang Elektronik ...bikin pelanggaran meningkat..karena tdk ad petugas,,,;0; tilang elektronik bikin pelanggaran meningkatkarena tdk ad petugas;['tilang', 'elektronik', 'bikin', 'langgar', 'meningkatkarena', 'tidak', 'ada', 'tugas']
"Penghapusan Tilang Manual ke Sistem ETLE, Bisa Perbaiki Citra Polri, Terutama dengan Aksi Tilangnya
 
https://t.co/iNwx3zv6HV lewat @tribunnews";2;penghapusan tilang manual ke sistem etle bisa perbaiki citra polri terutama dengan aksi tilangnya  lewat ;['hapus', 'tilang', 'manual', 'ke', 'sistem', 'etle', 'bisa', 'baik', 'citra', 'polri', 'utama', 'dengan', 'aksi', 'tilang', 'lewat']
"Iseng ngecek kendaraan gw kena tilang elektronik atau gak... Who knows, surat cinta gak nyampe ke rumah. Tahunya pas mau byr pajak tahunan.
Cek di sini: https://t.co/8AKwKnB5Cj";0;iseng ngecek kendaraan gw kena tilang elektronik atau gak who knows surat cinta gak nyampe ke rumah tahunya pas mau byr pajak tahunan cek di sini ;['iseng', 'ngecek', 'kendara', 'saya', 'kena', 'tilang', 'elektronik', 'atau', 'tidak', 'who', 'knows', 'surat', 'cinta', 'tidak', 'nyampe', 'ke', 'rumah', 'tahu', 'pas', 'mau', 'bayar', 'pajak', 'tahun', 'cek', 'di', 'sini']
"@detikcom Ya tinggal razia aja yang ga pake plat nomor kendaraan...
Terus di foto nomor mesin dan rangka, masukan tilang elektronik....
Yg penting ga tilang manual.... 😁";2; ya tinggal razia aja yang ga pake plat nomor kendaraan terus di foto nomor mesin dan rangka masukan tilang elektronik yg penting ga tilang manual ;['iya', 'tinggal', 'razia', 'saja', 'yang', 'tidak', 'pakai', 'plat', 'nomor', 'kendara', 'terus', 'di', 'foto', 'nomor', 'mesin', 'dan', 'rangka', 'masuk', 'tilang', 'elektronik', 'yang', 'penting', 'tidak', 'tilang', 'manual']
"Selamat siang Komandan, dilaporkan talkshow secara LIVE di RRI Pro2 dalam program remaja sadar hukum (resah) 95,3 fm, pada hari Kamis, 8 Desember 2022 Pkl. 13.00 - 14.00 Wita. 

Topik:
ETLE (tilang elektronik) https://t.co/Wdxnno1C76";1;selamat siang komandan dilaporkan talkshow secara live di rri pro dalam program remaja sadar hukum resah  fm pada hari kamis  desember  pkl    wita topik etle tilang elektronik ;['selamat', 'siang', 'komandan', 'lapor', 'talkshow', 'cara', 'live', 'di', 'rri', 'profesional', 'dalam', 'program', 'remaja', 'sadar', 'hukum', 'resah', 'fm', 'pada', 'hari', 'kamis', 'desember', 'pkl', 'wita', 'topik', 'etle', 'tilang', 'elektronik']
Motor knalpot bising makin merajalela coba jelaskan sekali jelaskan bgm menilang pemotor knalpot bising pembuat Polusi Suara??! Kamera eTLE ada sensor suara???? Jelaskan @TMCPoldaMetro @korlantasid @DivHumas_Polri @ListyoSigitP cc @jokowi Jakarta makin bising! @DKIJakarta https://t.co/vh3KRbtbMs;0;motor knalpot bising makin merajalela coba jelaskan sekali jelaskan bgm menilang pemotor knalpot bising pembuat polusi suara kamera etle ada sensor suara jelaskan     cc  jakarta makin bising  ;['motor', 'knalpot', 'bising', 'makin', 'rajalela', 'coba', 'jelas', 'sekali', 'jelas', 'bgm', 'tilang', 'motor', 'knalpot', 'bising', 'buat', 'polusi', 'suara', 'kamera', 'etle', 'ada', 'sensor', 'suara', 'jelas', 'cc', 'jakarta', 'makin', 'bising']
@siapkawalpolri Pemberlakuan e-tilang ini sudah sesuai menurutku. Mengingat cukup banyak anggota polri polantas yang sesekali melakukan pungli berkedok tilang ye kan. Kalau pakai e-tilang jadi gak perlu suudzon ini beneran atau pungli doang @ListyoSigitP @DivHumas_Polri;2; pemberlakuan etilang ini sudah sesuai menurutku mengingat cukup banyak anggota polri polantas yang sesekali melakukan pungli berkedok tilang ye kan kalau pakai etilang jadi gak perlu suudzon ini beneran atau pungli doang  ;['laku', 'etilang', 'ini', 'sudah', 'sesuai', 'turut', 'ingat', 'cukup', 'banyak', 'anggota', 'polri', 'polisi', 'lalu', 'lintas', 'yang', 'sekal', 'laku', 'pungut', 'liar', 'kedok', 'tilang', 'ye', 'kan', 'kalau', 'pakai', 'etilang', 'jadi', 'tidak', 'perlu', 'suudzon', 'ini', 'beneran', 'atau', 'pungut', 'liar', 'doang']
